,Colorectal cancer,West nile virus infection,Lung cancer,Cerebral cavernous malformations,Thyroid cancer,Esophageal cancer,Alzheimer disease,Rheumatoid arthritis,Colorectal adenocarcinoma,Gastric cancer,Pancreatic adenocarcinoma,Liver fibrosis,Hepatocellular carcinoma,Osteoarthritis,Multiple myeloma,Prostate cancer,Osteosarcoma,Colorectal carcinoma,Muscle-invasive bladder cancer,Parkinson disease,Breast cancer,Pancreatic cancer,Colon cancer,Laryngeal cancer,Laryngeal squamous cell carcinoma,Glioblastoma,Glioma,Pancreatic ductal adenocarcinoma,Liver cancer,Lung squamous cell carcinoma,Non small cell lung cancer,Non small cell lung carcinoma,Ovarian carcinoma,Cervical cancer,Renal cell carcinoma,Clear cell renal cell carcinoma,Cholangiocarcinoma,Neuroblastoma,Acute myeloid leukemia,Nasopharyngeal carcinoma,Esophageal squamous cell cancer,Esophageal squamous cell carcinoma,Liver cirrhosis,Early hepatocellular carcinoma,Triple negative breast cancer,Bladder cancer,Atherosclerosis,Ovarian cancer,Papillary thyroid cancer,Papillary thyroid carcinoma,Gastric carcinoma,Nasopharyngeal cancer,Nk/T cell lymphoma,Ischemia,Esophagus adenocarcinoma,Retinoblastoma,Epithelial ovarian cancer,Renal cell cancer,Diffuse large B cell lymphoma,Oral squamous cell carcinoma,Lymphoma,Hemangioma,Myasthenia gravis,Pneumonia,Pediatric neuroblastoma,Leukemia lymphoblastic acute,Tongue squamous cell carcinoma,Melanoma,Nonalcoholic fatty liver disease,Epithelial ovarian carcinoma,Herpes simplex keratitis,Dysregulated immunity,Pre-eclampsia,Chronic obstructive pulmonary disease,Lung adenocarcinoma,T-cell acute lymphoblastic leukemia,Chronic myeloid leukemia,Ovarian clear cell carcinoma,Primary breast cancer,Wilms tumor,Colon and rectal adenocarcinoma,Uveal melanoma,Hypopharyngeal cancer,Cardiac hypertrophy,Hepatic carcinoma,Cancer,Tuberculosis,Prader-willi syndrome,Acute promyelocytic leukemia,Heart failure,Uterine leiomyoma,Adenocarcinoma,Lung carcinoma,Head and neck squamous cell carcinoma,Psoriatic arthritis,B-cell lymphoma,Prostate carcinoma,Prostatic neoplasms,Malignant glioma,Epstein-barr virus infections,Stomach cancer,Urinary bladder cancer,Colon carcinoma,Gallbladder cancer,Liposarcoma,Meningioma,Uterine cervical neoplasm,Renal carcinoma,Lung small cell carcinoma,Mouth neoplasms,Lymphosarcoma,Breast neoplasms
SNORA54,0.105246721,0.14342741,0.118627758,0.056977396,0.009976186,0.015221247,8.76046E-05,0.012383648,0.00202356,0.391024006,0.004622385,0.000253105,0.136021263,0.006441844,0.002848229,0.024538661,0.005236401,0.000595427,0.004399639,0.000378923,0.02760251,0.004910538,0.002314374,0.000966051,0.000141109,0.003316964,0.005309918,0.282742638,0.003482298,0.000146073,0.002601067,0.005156386,0.000561976,0.001470556,0.001034576,0.001322932,0.001014551,0.001033829,0.006113564,0.00024245,0.000192027,8.7504E-05,0.003562317,0.003903901,3.82282E-05,0.001541291,3.74818E-05,0.008328443,0.003176221,0.000962462,0.000739945,5.88048E-06,1.62938E-05,0.000308109,0.000851233,0.00193359,0.00140747,0.000748235,0.38830904,0.018912723,0.005335148,0.002873439,0.001345255,0.001848302,0.00335924,0.003498468,0.001954545,0.001616573,5.95154E-06,0.001056178,0.000551637,0.028422298,0.001183598,0.001125936,0.23745832,0.002243523,0.002915546,3.11934E-05,0.001306932,0.000617039,0.000596883,0.00037809,0.000431331,0.000369123,0.000528122,0.156405818,0.001972948,0.003952691,0.002839148,0.005514711,0.020586676,0.003717856,0.00288681,0.002423651,0.001724578,0.004371091,0.001744284,0.000754421,0.001924918,0.000395677,0.000840721,0.000866676,0.000457296,0.000462214,0.000451176,0.000474885,0.000435616,0.000430691,0.000713658,0.000980646,0.001783375,0.000448762
SNORA55,0.129061175,0.171445437,0.116401516,0.056189383,0.013920698,0.016590627,0.002860903,0.014671945,0.0052914,0.385970607,0.008541753,0.003012145,0.143339243,0.010001179,0.006237129,0.026171758,0.007190621,0.003248728,0.00818213,0.002977622,0.029269833,0.007918919,0.005109016,0.003885693,0.002843583,0.00540784,0.007751987,0.364743523,0.006520299,0.002841325,0.004915553,0.007165316,0.003091041,0.003709997,0.003742809,0.003828512,0.003962227,0.003378056,0.008639448,0.002904301,0.002905944,0.002811331,0.006602322,0.007555435,0.002768166,0.004275218,0.002768252,0.01145182,0.006809308,0.003648364,0.003541042,0.002743652,0.002751262,0.002973201,0.003290575,0.005056563,0.004340248,0.003189148,0.500434958,0.021169117,0.009518946,0.006355032,0.00440216,0.005094361,0.007031942,0.007168555,0.005206938,0.004036613,0.002733854,0.004061977,0.003101859,0.027798115,0.004235563,0.004160752,0.30709026,0.005533795,0.006408017,0.002755297,0.004336889,0.003459711,0.003425946,0.002961346,0.002998045,0.002957378,0.003050543,0.200565831,0.005112489,0.007560696,0.006107929,0.007911128,0.022853846,0.007407539,0.006291053,0.005800121,0.004904165,0.008264792,0.004932249,0.003311135,0.004738992,0.003021767,0.003501609,0.003556945,0.003012782,0.003019133,0.003012666,0.003034349,0.003002579,0.002998617,0.003334509,0.003682529,0.00471147,0.003008063
SNORA56,0.172876126,0.180685311,0.132809442,0.052897901,0.038004409,0.047859754,0.008076812,0.013672237,0.007588487,0.396769084,0.011507295,0.003677086,0.19285878,0.016435588,0.008490784,0.05080468,0.038089955,0.012701094,0.020203541,0.016656517,0.056453108,0.024750131,0.020793133,0.010035767,0.011548576,0.026930424,0.035435827,0.401140771,0.024081235,0.011465192,0.029045001,0.030445246,0.009631491,0.022815991,0.015461487,0.019182443,0.009947981,0.013143649,0.02116866,0.013973277,0.014705189,0.017491679,0.007266067,0.010371568,0.00761617,0.019728554,0.006563553,0.029585929,0.015669783,0.014128862,0.008539061,0.006800699,0.006541314,0.0062566,0.00845486,0.012749114,0.012046326,0.01136562,0.541393649,0.031154277,0.0151841,0.011536928,0.009000896,0.00997245,0.012640951,0.012536324,0.008141919,0.012862573,0.006278844,0.006192553,0.00451226,0.018644413,0.007470263,0.007451668,0.33371383,0.009432548,0.010664619,0.006626167,0.009046821,0.007800622,0.008023158,0.007869435,0.008380767,0.00679718,0.008105617,0.217883382,0.005719514,0.009074382,0.008181294,0.008529562,0.022390044,0.009862639,0.009222751,0.008288827,0.006694309,0.010373195,0.007215968,0.004946156,0.008518923,0.002361176,0.006961792,0.006806769,0.005605693,0.006009249,0.005514931,0.005741107,0.00594176,0.005857445,0.006104222,0.007118821,0.005986236,0.005126539
SNORA57,0.092614749,0.128140346,0.11660781,0.054742319,0.008887246,0.01508476,7.50364E-05,0.012023915,0.001714472,0.383363261,0.003913223,0.000215903,0.128958827,0.005865074,0.002435475,0.024069078,0.005227616,0.00058445,0.003764906,0.00039609,0.027174794,0.004478185,0.00213956,0.000845195,0.000147502,0.003354609,0.00514313,0.239579293,0.00313495,0.000152559,0.002583933,0.005125732,0.000587437,0.001465584,0.000976794,0.001318981,0.000883221,0.001080667,0.005877062,0.000253435,0.000167112,9.12737E-05,0.003283472,0.003337184,3.32344E-05,0.00143542,3.38414E-05,0.007829828,0.002690088,0.000909981,0.000649608,5.30936E-06,1.47113E-05,0.000278338,0.000857644,0.001661179,0.001250303,0.000782134,0.32886374,0.018561439,0.004519728,0.002440286,0.001139566,0.001565357,0.002844972,0.002963079,0.001655977,0.001607767,5.37351E-06,0.000896417,0.000513511,0.026197292,0.001003275,0.000954166,0.201106395,0.001905354,0.002481802,2.68985E-05,0.001122409,0.000534426,0.000521829,0.000393775,0.000445835,0.000382063,0.000552045,0.133639193,0.001669617,0.003389741,0.002456992,0.005385807,0.020152335,0.003148709,0.002454357,0.00205385,0.001461338,0.003702573,0.001477902,0.000761529,0.001759378,0.000334049,0.000794583,0.000812674,0.000472905,0.000475305,0.000463984,0.000483863,0.00044816,0.000444007,0.000689936,0.000914131,0.001583436,0.000464752
SNORA58,0.08950896,0.145991712,0.185161571,0.068615812,0.005505535,0.019887126,5.33585E-05,0.02239794,0.001528531,0.639968075,0.003908094,0.000294795,0.164058633,0.006891492,0.002048766,0.039337466,0.006044755,0.000130993,0.003345799,7.3684E-143,0.042437019,0.002492934,0.000965261,0.000609934,2.01383E-37,0.002825222,0.005138877,0.193188921,0.002111338,2.67922E-06,0.002277641,0.006213697,3.91585E-71,0.001058594,0.000361209,0.000724997,0.000626539,4.4143E-143,0.008251147,2.10852E-75,0.000685646,6.72278E-07,0.004205236,0.002680568,8.49251E-05,0.000606423,3.18976E-09,0.00971271,0.002173617,0.000331636,0.000525747,3.25646E-75,4.23911E-26,3.54839E-30,1.80282E-11,0.001123231,0.000770769,1.27966E-71,0.265892816,0.030222082,0.003856284,0.001885172,0.001166425,0.001265532,0.002320785,0.00263659,0.001457106,0.000688326,4.7796E-56,0.00072945,0.001255823,0.076859779,0.000800372,0.000783786,0.162598484,0.001808052,0.001983077,8.30751E-05,0.000927987,0.000448608,0.000425541,2.93083E-05,8.17494E-05,5.49972E-55,2.73692E-84,0.115355542,0.002242694,0.002527606,0.001841832,0.007435976,0.034257272,0.003047686,0.002592583,0.001796634,0.001327047,0.003337375,0.001349376,0.000615683,0.00095749,0.001523037,0.00041592,0.000398331,7.04311E-05,0.000107941,8.12133E-05,8.58123E-05,9.84883E-05,8.77564E-05,0.000286285,0.000474302,0.001238315,2.91842E-05
SNORA59B,0.07652943,0.114008615,0.11143236,0.04198492,0.00526983,0.012117323,5.01148E-05,0.012308015,0.001392192,0.388896984,0.003240046,0.000163129,0.110961552,0.005104719,0.001849232,0.023046945,0.003432274,0.000131604,0.002927923,1.2237E-119,0.025966535,0.002288483,0.000969765,0.000571144,4.70456E-38,0.001692693,0.00344145,0.194090361,0.001779692,6.259E-07,0.001335353,0.003506574,9.14794E-72,0.000247301,0.000362895,0.000498902,0.000611695,3.3386E-119,0.004861805,4.92578E-76,0.000160176,6.75415E-07,0.002893232,0.002514872,1.98396E-05,0.000609253,7.45169E-10,0.006623334,0.002183759,0.000333184,0.000370051,7.6075E-76,9.90311E-27,8.28949E-31,4.21162E-12,0.001128472,0.000765401,1.28564E-71,0.2671335,0.018468221,0.003666472,0.001893969,0.000936512,0.001271437,0.002312245,0.002418351,0.001343858,0.000507249,1.11658E-56,0.000704609,0.000293376,0.028149885,0.000803577,0.000768397,0.163357186,0.001540052,0.0019508,1.94074E-05,0.000846897,0.000372552,0.000354164,6.8468E-06,1.90977E-05,1.28481E-55,6.39379E-85,0.110289662,0.001423145,0.00244908,0.001688142,0.004549955,0.020472502,0.002586155,0.001997419,0.001660874,0.001185788,0.003019227,0.001201307,0.000334413,0.000875537,0.000355801,0.000292721,0.000321761,1.64536E-05,2.52164E-05,1.89725E-05,2.00469E-05,2.30081E-05,2.05012E-05,0.00019441,0.000382725,0.000979438,6.81781E-06
SNORA5A,0.129351883,0.171713202,0.116103002,0.055846915,0.013917157,0.016531724,0.002827364,0.014589682,0.005265509,0.385026586,0.008522518,0.002978232,0.143324653,0.00997315,0.006212697,0.02607384,0.007149142,0.003216836,0.008163636,0.002945075,0.029181634,0.007901703,0.005083741,0.003855691,0.002810251,0.005373436,0.007719436,0.365976621,0.006497058,0.002808035,0.004879044,0.00712187,0.003058729,0.003670043,0.003712659,0.003796838,0.003932647,0.003346784,0.008596322,0.002871188,0.002867827,0.002777801,0.006567077,0.007534721,0.002734013,0.004247214,0.00273441,0.011418926,0.006790123,0.003618322,0.003506522,0.002710245,0.002717722,0.00293567,0.003255509,0.005027318,0.004312414,0.003157522,0.502143212,0.021093581,0.009506967,0.006332395,0.004372472,0.005069466,0.007013546,0.007148512,0.005181001,0.004006401,0.002700552,0.004032566,0.003061141,0.027409303,0.004207454,0.004132275,0.308121959,0.005507645,0.006386809,0.002721371,0.004308298,0.003427691,0.003394259,0.002928739,0.002965064,0.002924541,0.003018513,0.201175128,0.00507989,0.007539038,0.006081731,0.00785997,0.022767332,0.00738597,0.006264546,0.005775822,0.00487692,0.008247447,0.004904996,0.003277162,0.004711789,0.002978467,0.003469593,0.003525598,0.002979856,0.002985847,0.002979411,0.003000562,0.002969315,0.002965472,0.00330228,0.003651436,0.004682222,0.002975243
SNORA5B,0.149889106,0.152156926,0.134781902,0.054051655,0.035132267,0.047828328,0.005888223,0.011510407,0.004779642,0.401076752,0.008006553,0.00133264,0.185901594,0.013461919,0.005538652,0.050202047,0.037549519,0.010757371,0.017203561,0.014966613,0.056057543,0.022589323,0.018908463,0.007722441,0.009564081,0.025908509,0.034349613,0.317658861,0.022002437,0.009486277,0.027964862,0.029566914,0.007690865,0.021574667,0.013546393,0.017603082,0.007601437,0.011467476,0.019359229,0.012117611,0.01280724,0.015745371,0.00462382,0.007168281,0.005474671,0.017947505,0.00438213,0.027481736,0.01276409,0.012209539,0.006314322,0.004621663,0.004355067,0.00413505,0.006565682,0.010331098,0.009775758,0.009567248,0.426840852,0.029627685,0.011561167,0.008643363,0.006511783,0.007313395,0.009562266,0.009435815,0.005377664,0.011091323,0.004092849,0.003657887,0.002324329,0.016584155,0.004942356,0.00494246,0.262814664,0.006658361,0.00770729,0.004454375,0.006579391,0.005516802,0.00576032,0.005840867,0.00638154,0.004724937,0.006127526,0.173086802,0.002925909,0.00586755,0.00533589,0.006513074,0.02036757,0.006595878,0.006257035,0.005373937,0.00395711,0.00689182,0.004489005,0.002805598,0.006166792,2.74922E-05,0.004782679,0.004594455,0.003504962,0.003921815,0.003406372,0.003644073,0.003845233,0.003756919,0.003939278,0.004897959,0.003437965,0.003005964
SNORA5C,0.064996051,0.098096393,0.11556864,0.041958425,0.005338166,0.013946174,3.79575E-05,0.012267967,0.0010574,0.38858942,0.002483195,0.000131258,0.112411922,0.004593257,0.001467629,0.023911553,0.004606543,0.000367326,0.002365628,0.000251501,0.02694248,0.002807252,0.001330711,0.000522317,9.36578E-05,0.002762617,0.004191006,0.146554577,0.00198604,9.71323E-05,0.002035416,0.004526829,0.000372998,0.00095543,0.000609812,0.000966813,0.000540398,0.000686179,0.005275969,0.000160921,0.000173553,5.79357E-05,0.002651309,0.001980265,1.91435E-05,0.000893953,7.16817E-10,0.006608701,0.001644373,0.000568241,0.000339264,7.31804E-76,9.5263E-27,7.14208E-07,0.000415144,0.00088323,0.000771485,0.000496623,0.201150933,0.018626958,0.002774001,0.001426154,0.000720092,0.000957389,0.001742342,0.001835608,0.001019522,0.001121657,1.07409E-56,0.000532357,0.000443355,0.027695845,0.000605125,0.000579811,0.123007599,0.001194217,0.001508482,1.86691E-05,0.000693857,0.000319219,0.000324313,0.000252883,0.000286983,0.000227364,0.000350509,0.085198752,0.001124172,0.00194186,0.001421841,0.00477642,0.020448283,0.001977488,0.001577177,0.00125976,0.000902231,0.002294599,0.000914354,0.000602861,0.001094484,0.000342263,0.000501961,0.000508044,0.000300539,0.000302121,0.000287903,0.000282143,0.000284739,0.000282934,0.000436322,0.000570956,0.000994964,0.000286252
SNORA6,0.112235797,0.110177759,0.201094526,0.046623097,0.028993571,0.047422919,4.21664E-05,0.012709691,0.001159288,0.430015072,0.00260624,0.000105569,0.267886183,0.006048062,0.002680807,0.04159553,0.025509909,0.005076075,0.004873264,0.004653455,0.047195969,0.021715154,0.011944066,0.002138126,0.001732924,0.02168665,0.021046923,0.174322335,0.012992338,0.001786072,0.014886205,0.022736083,0.006901487,0.013276417,0.006539083,0.009826631,0.001976727,0.012696182,0.016036534,0.002977469,0.000360287,0.001063138,0.002929419,0.003508309,1.08771E-06,0.008575825,5.15872E-57,0.015307065,0.00187718,0.006158311,0.001213202,8.47461E-58,2.26632E-57,1.32148E-05,0.007681288,0.001589689,0.004255679,0.00918888,0.22961323,0.023654915,0.003097379,0.001627951,0.000743682,0.001092857,0.001982434,0.002018643,0.001123843,0.012885795,8.52039E-58,0.000598288,0.002981549,0.018312079,0.000690573,0.000655573,0.140412831,0.001567423,0.002348834,2.15319E-09,0.001644488,0.000924176,0.001265658,0.004557156,0.004970049,0.004206861,0.00648537,0.096989573,0.001007101,0.003783639,0.00400655,0.009295951,0.022398806,0.002099019,0.002200407,0.001390058,0.000980838,0.002508253,0.000992377,0.005331352,0.008681328,4.68135E-57,0.005281744,0.005081536,0.005267942,0.00514125,0.004989309,0.004863607,0.004858926,0.004870161,0.00539817,0.005426604,0.005226456,0.0051751
SNORA60,0.077006337,0.114650348,0.111828564,0.042137473,0.005306711,0.012161113,5.04642E-05,0.01234623,0.00140174,0.390297521,0.003261082,0.000163856,0.111461377,0.005131381,0.001861854,0.023125921,0.003443504,0.000132553,0.002947562,5.25388E-93,0.026060884,0.002304246,0.000976753,0.000575119,4.68618E-38,0.001698676,0.003456687,0.19548896,0.001791367,6.23453E-07,0.001340121,0.003517939,9.11218E-72,0.000246335,0.000365509,0.00050122,0.000616043,1.43344E-92,0.004879835,4.90653E-76,0.00015955,6.80282E-07,0.002906933,0.002532394,1.9762E-05,0.000613643,7.42257E-10,0.006653887,0.002199495,0.000335585,0.000372185,7.57777E-76,9.8644E-27,8.2571E-31,4.19516E-12,0.001136604,0.000770886,1.2949E-71,0.269058442,0.018535213,0.003692192,0.001907616,0.000942468,0.001280599,0.002328842,0.002435001,0.001353138,0.000509878,1.11221E-56,0.000709592,0.00029223,0.028164235,0.000809366,0.00077387,0.164534324,0.001550219,0.001964717,1.93316E-05,0.000852712,0.000374973,0.000356469,6.82004E-06,1.90231E-05,1.27978E-55,6.3688E-85,0.111053212,0.001430605,0.002466424,0.00169976,0.004566487,0.020544611,0.002603189,0.002009767,0.001672357,0.001193836,0.00303986,0.001209443,0.000335431,0.000881555,0.00035441,0.000294409,0.000323816,1.63893E-05,2.51178E-05,1.88983E-05,1.99685E-05,2.29182E-05,2.0421E-05,0.000195497,0.000385167,0.000985604,6.79116E-06
SNORA61,0.180344477,0.249162674,0.21070483,0.091375,0.032643605,0.04147483,0.02095092,0.043095381,0.024017673,0.678763221,0.028349139,0.021228359,0.222666038,0.030682848,0.025053102,0.060837128,0.026991243,0.021126305,0.027589033,0.020845785,0.064763448,0.026202559,0.023047944,0.022155799,0.020871357,0.023774435,0.027116918,0.454368536,0.024997842,0.020860535,0.023304099,0.027109478,0.021020176,0.021754557,0.021678248,0.021778057,0.022231885,0.021030873,0.029959648,0.02087431,0.021423099,0.020866983,0.026304176,0.026545697,0.020936956,0.022262054,0.02083316,0.033145049,0.025752981,0.021594154,0.021755864,0.020838456,0.020838119,0.020816458,0.021001463,0.023374263,0.02256034,0.020838866,0.617549104,0.052000816,0.029134133,0.025084923,0.023015779,0.023682752,0.026037459,0.026348711,0.023900189,0.021996007,0.020805684,0.022422269,0.021822228,0.089118203,0.022634663,0.022565439,0.385755721,0.024401456,0.025232781,0.020918296,0.02278632,0.021720815,0.021676481,0.020883242,0.020934253,0.020826979,0.020848059,0.262437322,0.024328903,0.026335916,0.024686541,0.028499778,0.055863282,0.026807174,0.025553324,0.024617153,0.023558226,0.027730788,0.023603705,0.021688279,0.022984595,0.0220408,0.02168374,0.02173603,0.021070717,0.021083177,0.021077791,0.021069676,0.021077935,0.021070304,0.021471932,0.021873959,0.023325165,0.021060193
SNORA62,0.098619054,0.139457254,0.111376311,0.055933514,0.007674672,0.012351782,8.40264E-05,0.012257867,0.001944651,0.388199257,0.004441221,0.000242415,0.121576873,0.006206204,0.002646623,0.022987118,0.003422889,0.000183916,0.004034775,2.2039E-160,0.025923789,0.003169737,0.001355238,0.000798716,4.53384E-38,0.001689136,0.003824756,0.271239614,0.002442223,6.03186E-07,0.001478817,0.003568657,1.5193E-16,0.000369629,0.000507142,0.000554525,0.000861252,6.013E-160,0.005125325,2.50288E-35,0.000154363,9.43887E-07,0.003481631,0.003641531,3.61983E-05,0.000851426,3.55855E-05,0.007490813,0.003053557,0.000465622,0.000635707,5.58298E-06,1.54694E-05,0.000291499,0.000214337,0.001807513,0.001071226,1.79667E-71,0.373316774,0.018519508,0.005127962,0.002761056,0.001292224,0.00177694,0.003229459,0.003362339,0.001878413,0.000594288,5.65044E-06,0.001014863,0.000293054,0.027699627,0.001137712,0.001082249,0.228290266,0.002130931,0.002749006,2.96036E-05,0.001182521,0.000543621,0.000496665,6.64986E-06,2.52695E-05,2.52217E-05,2.77411E-08,0.150644287,0.001893392,0.003663299,0.002523199,0.005106927,0.020428339,0.003572213,0.002722631,0.002329177,0.001657178,0.004200718,0.00167612,0.000344045,0.001227609,0.000375447,0.00041121,0.000454961,2.68928E-05,4.13515E-05,4.26221E-05,7.48488E-05,3.79268E-05,3.23836E-05,0.000274147,0.000541208,0.001364472,2.59738E-05
SNORA63,0.057262549,0.088988268,0.120235238,0.043145816,0.004982131,0.014938984,2.99683E-05,0.012625432,0.000838315,0.399606018,0.001994976,0.000112731,0.113250582,0.004319746,0.001199655,0.024889432,0.005123544,0.000440623,0.001960158,0.000340427,0.02802772,0.002824362,0.001384278,0.000463064,0.000126773,0.003189708,0.004473431,0.114925045,0.001936438,0.000131288,0.002311287,0.004991923,0.000504884,0.001218821,0.000669406,0.001131648,0.000469171,0.000928799,0.005493938,0.000217819,0.00018671,7.81303E-05,0.002547492,0.001606153,1.9941E-05,0.000948092,7.45991E-10,0.006594538,0.001286893,0.00062591,0.000306299,2.22519E-20,6.1656E-20,9.66738E-07,0.000561931,0.000710341,0.000715537,0.00067222,0.157421002,0.019209873,0.002186569,0.00111611,0.000581249,0.000749254,0.001365016,0.001453892,0.00080691,0.001330271,2.25207E-20,0.000418748,0.000511818,0.028618709,0.000473612,0.000455195,0.096265919,0.000965132,0.001204737,1.9429E-05,0.000578409,0.000274966,0.000289579,0.000340237,0.000382707,0.000307756,0.000474442,0.068820312,0.000942215,0.001579021,0.001205108,0.004986188,0.021030556,0.001583373,0.001299783,0.000996733,0.000717179,0.00182086,0.000727187,0.000707941,0.001108416,0.000356193,0.000558481,0.000552404,0.000401852,0.000401357,0.00038399,0.00037587,0.000378492,0.000376804,0.000510654,0.000611949,0.000936,0.000385414
SNORA64,0.122139125,0.163505117,0.118619909,0.057498661,0.014391712,0.018055091,0.004187494,0.015531981,0.006371022,0.392543393,0.009239922,0.004279309,0.141747212,0.011022297,0.007228633,0.027391699,0.008437263,0.004561132,0.008981753,0.004303819,0.031020439,0.008841379,0.006283159,0.005119607,0.004177948,0.006739934,0.008988061,0.336224098,0.007503484,0.004172524,0.006191638,0.008389953,0.004417682,0.004837534,0.005018112,0.005137222,0.005194695,0.004700036,0.009696959,0.004236945,0.00412521,0.004145025,0.007766888,0.008448743,0.004077197,0.005500087,0.004090605,0.012522444,0.00779763,0.004916477,0.004772313,0.004068222,0.004074796,0.00427476,0.004592562,0.006187892,0.005542074,0.004504931,0.460672239,0.022779578,0.010235678,0.007376497,0.005530241,0.006215598,0.007992421,0.008073023,0.006298014,0.005318516,0.004053418,0.00526709,0.004194195,0.020570814,0.005428832,0.005356398,0.283290134,0.006564868,0.007418209,0.004061394,0.005511695,0.004707851,0.004678662,0.004273518,0.004300833,0.004272206,0.004365685,0.186417345,0.006060786,0.008472176,0.007127268,0.00927456,0.024284561,0.008243202,0.007193708,0.00683815,0.006013415,0.00905884,0.006039528,0.00461401,0.005902399,0.004068617,0.004750704,0.004810396,0.004316874,0.004316729,0.004314575,0.004334042,0.004302266,0.004300402,0.004604257,0.004923279,0.005828148,0.004319223
SNORA65,0.106287817,0.105549185,0.197926649,0.046769294,0.027510023,0.045929072,3.85009E-05,0.012749545,0.001058513,0.431363478,0.002379685,9.63924E-05,0.259315528,0.00584535,0.002495613,0.040919031,0.02453288,0.004842057,0.004552757,0.004443251,0.046456999,0.020654459,0.011369727,0.002021497,0.001654645,0.020796639,0.020211728,0.159481736,0.012345292,0.001705393,0.014272517,0.021887375,0.006589736,0.0126767,0.006230678,0.009396848,0.001865674,0.012122676,0.01549449,0.002842972,0.000344012,0.00101509,0.002863589,0.003261509,1.03858E-06,0.008166575,3.21428E-25,0.01479929,0.001714006,0.005868172,0.001146838,5.04296E-26,1.39731E-25,1.26179E-05,0.007334312,0.001477377,0.00403607,0.008773803,0.209653429,0.023576291,0.002828131,0.001486437,0.000679035,0.000997857,0.001810105,0.001843166,0.00102615,0.012311222,5.10389E-26,0.00054628,0.002846867,0.018369501,0.000630543,0.000598588,0.128207036,0.001444352,0.002173168,2.05593E-09,0.001540736,0.000869908,0.001196573,0.004351302,0.004745544,0.00401683,0.006192415,0.089431611,0.000919556,0.003525807,0.003766743,0.009120116,0.022469043,0.001916556,0.002035925,0.001269223,0.000895576,0.002290216,0.000906111,0.005107064,0.008258694,2.94087E-25,0.005034014,0.004841299,0.005029981,0.004909012,0.004763934,0.00464391,0.004639441,0.004650168,0.005148362,0.005168759,0.004958093,0.004941333
